
05/02/2018|20/02/2018|ASSIGNMENT-1|Asgnmnt|8.00|10||
05/02/2018|20/02/2018|QUIZ-1|Quiz|5.00|10||
05/02/2018|20/02/2018|QUIZ-2|Quiz|8.00|10||
05/02/2018|20/02/2018|QUIZ-3|Quiz|4.00|10||
05/02/2018|20/02/2018|OHT-1|OHT|24.00|30||
05/02/2018|20/02/2018|OHT-2|OHT|28.00|30||
05/02/2018|20/02/2018|FINAAL|Final|69.00|100||
01/05/2018|07/05/2018|ASSIGNMENT-2|Asgnmnt|8.00|10||
21/05/2018|27/05/2018|ASSIGNMENT-3|Asgnmnt|9.00|10||
