
05/02/2018|20/02/2018|ASSIGNMENT|Asgnmnt|10.00|10||
06/02/2018|21/02/2018|ASSIGNMENT|Asgnmnt|10.00|10||
07/02/2018|22/02/2018|QUIZ-1|Quiz|9.00|10||
08/02/2018|23/02/2018|QUIZ-2|Quiz|10.00|10||
09/02/2018|24/02/2018|QUIZ-3|Quiz|8.00|10||
10/02/2018|25/02/2018|QUIZ-4|Quiz|8.00|10||
11/02/2018|26/02/2018|QUIZ-5|Quiz|9.00|10||
12/02/2018|27/02/2018|OHT-1|OHT|47.00|60||
13/02/2018|28/02/2018|OHT-2|OHT|59.00|60||
14/02/2018|01/03/2018|FINAL|Final|123.00|150||
